doc_id,archivo,num_palabras,num_oraciones,diversidad_lexica,topico_principal,top_tfidf_features,flesch_reading_ease
S1131-57682001000500006-1,S1131-57682001000500006-1.txt,313,17,0.6166134185303515,0,"test, adenopatías, izquierda, tamaño, ante",33.27229844014286
S0465-546X2014000200015-1,S0465-546X2014000200015-1.txt,321,10,0.5950155763239875,3,"ambos ojos, ojos, ojo, debido, ambos",24.641004672897196
caso_clinico_radiologia930,caso_clinico_radiologia930.txt,68,3,0.7794117647058824,1,"pulmonares, densidad, insuficiencia, cardíaca, parénquima",-52.55401960784309
S1130-05582010000400003-1,S1130-05582010000400003-1.txt,540,16,0.5351851851851852,3,"mandibular, tumor, consistencia, posterior, tejido",3.378750000000025
S1135-76062003000300006-1,S1135-76062003000300006-1.txt,547,28,0.5868372943327239,3,"puede, importante, lesiones, hemorragia, miembro",27.124868305233974
caso_clinico_radiologia770,caso_clinico_radiologia770.txt,230,12,0.6478260869565218,2,"afectación, pulmonar, patrón, rx, posterior",20.38778985507247
S0212-71992006000800006-1,S0212-71992006000800006-1.txt,468,17,0.5961538461538461,0,"colon, hepático, realizó, linfoma, negativos",23.03421127765884
S0212-71992007001000007-1,S0212-71992007001000007-1.txt,460,27,0.5717391304347826,1,"edema, iniciar, tuberculosis, morfología, normal",26.48209030100338
S1130-01082014000500010-1,S1130-01082014000500010-1.txt,470,21,0.5808510638297872,2,"existencia, intestinal, nivel, iliaca, íleon",20.85833333333335
S0211-69952011000500011-3,S0211-69952011000500011-3.txt,182,11,0.6813186813186813,4,"mg, mg dl, dl, meq, ph",43.62325091575093
S1134-80462009000100005-16,S1134-80462009000100005-16.txt,202,8,0.6237623762376238,4,"50, dolor, presentado, hace, paciente",40.066646039603995
caso_clinico_radiologia472,caso_clinico_radiologia472.txt,81,3,0.7654320987654321,2,"fractura, proximal, antecedentes interés, objetivó, simple",6.052222222222213
S0004-06142007000600012-1,S0004-06142007000600012-1.txt,429,20,0.634032634032634,3,"muscular, cabeza, realizaron, posible, ser",27.30101223776228
S0210-48062010000300017-1,S0210-48062010000300017-1.txt,641,29,0.5397815912636506,0,"infiltración, decidió, sonda, tercio, carcinoma",22.98689547581904
S1130-01082017000300022-1,S1130-01082017000300022-1.txt,144,4,0.6875,2,"cm, horas, tc, perforación, íleon",21.07000000000002
S1139-13752005000200008-1,S1139-13752005000200008-1.txt,639,27,0.4413145539906103,4,"ml, ui, pauta, 000, cada",54.993875163062825
S0365-66912006001100006-1,S0365-66912006001100006-1.txt,188,7,0.6382978723404256,3,"muestra, agudo, zona, anterior, realiza",21.88250000000002
S1130-01082013000600013-1,S1130-01082013000600013-1.txt,220,10,0.6636363636363637,2,"duodenal, porción, retroperitoneal, absceso, secundario",20.795909090909134
S0212-71992007000400006-2,S0212-71992007000400006-2.txt,1079,52,0.5430954587581094,0,"observan, masas, áreas, cm, gran",24.8588874680307
S0004-06142007000600017-1,S0004-06142007000600017-1.txt,308,12,0.5714285714285714,0,"quimioterapia, tumor, intestino delgado, delgado, tac",29.793151848151865
S0716-10182015000200015-1,S0716-10182015000200015-1.txt,464,24,0.6120689655172413,1,"absceso, columna, asociada, tuberculosis, recuento",29.417413793103464
S1130-01082007000100018-1,S1130-01082007000100018-1.txt,257,9,0.6498054474708171,0,"intervención, hepático, iii, segmento, sintomatología",12.601305663640318
S1137-66272014000100019-2,S1137-66272014000100019-2.txt,295,9,0.6542372881355932,2,"rectal, cm, quística, estructuras, polo",7.2333521657250515
S0376-78922010000300008-2,S0376-78922010000300008-2.txt,79,4,0.6962025316455697,3,"requirió, defecto, completa, izquierda, colgajo",25.084952531645598
cc_onco737,cc_onco737.txt,733,28,0.5770804911323328,4,"ui, tratamiento, hepática, bilirrubina, causa",17.016505622384955
S0210-48062007000400013-1,S0210-48062007000400013-1.txt,268,15,0.7126865671641791,1,"pie, negativos, derecho con, marcada, cultivo",23.159123134328382
S1698-69462006000100019-1,S1698-69462006000100019-1.txt,260,10,0.6346153846153846,0,"ciclos, metástasis, mandibular, protocolo, observándose",10.59423076923079
S1698-44472005000300011-1,S1698-44472005000300011-1.txt,421,14,0.5581947743467933,3,"maxilar, izquierdo, superior, metástasis, seno",3.6963479809976434
S1130-01082010000300009-1,S1130-01082010000300009-1.txt,1422,94,0.5513361462728551,4,"colon, cifras, normal, no, miembros",25.570911035072726
S1699-695X2015000300012-1,S1699-695X2015000300012-1.txt,346,15,0.5722543352601156,3,"nasal, médico, familia, seno, no",32.914279891304375
S0034-98872005000500009-1,S0034-98872005000500009-1.txt,239,12,0.6652719665271967,1,"ecg, ventricular, mostró, alteraciones, lateral",18.62064048921792
caso_clinico_radiologia644,caso_clinico_radiologia644.txt,185,11,0.7081081081081081,2,"líquido libre, libre, líquido, exploración, abdomen",17.94290540540544
S0034-98872006000600013-1,S0034-98872006000600013-1.txt,523,23,0.6309751434034416,1,"dl, mg dl, día, mg, anticuerpos",19.8060299308722
S0365-66912006000100008-1,S0365-66912006000100008-1.txt,177,12,0.655367231638418,3,"ojo, rmn, ojos, ojo izquierdo, izquierdo",36.524766949152564
S1139-76322009000500010-1,S1139-76322009000500010-1.txt,457,22,0.5557986870897156,3,"columna, izquierda, cm, mayo, cervical",31.351317814544075
caso_clinico_radiologia192,caso_clinico_radiologia192.txt,103,5,0.7281553398058253,2,"clínica, vejiga, obstrucción, estructuras, causa",19.190077669902934
S0211-57352013000400004-1,S0211-57352013000400004-1.txt,3286,147,0.4287888009738284,3,"pacientes, aunque, factor, manera, no",36.190710877862614
caso_clinico_radiologia372,caso_clinico_radiologia372.txt,176,8,0.6704545454545454,2,"contraste, estudio con, adyacente, cerebral, metástasis",15.785681818181814
S0210-48062006000100014-1,S0210-48062006000100014-1.txt,528,18,0.5113636363636364,3,"vena, iliaca, tercio, derecha, derecho",25.646893939393948
S0378-48352006000900004-1,S0378-48352006000900004-1.txt,365,21,0.6,0,"células, no, anticuerpos, infiltración, ósea",25.092511415525138
S1130-01082007000100013-1,S1130-01082007000100013-1.txt,192,13,0.6302083333333334,2,"adenopatías, abdominal, peritoneal, dolor abdominal, horas",26.169230769230808
S1130-01082017000300011-1,S1130-01082017000300011-1.txt,155,7,0.6645161290322581,3,"anastomosis, estenosis, dilatación, decidió, vejiga",17.889032258064532
S0378-48352005000700005-2,S0378-48352005000700005-2.txt,183,9,0.7103825136612022,0,"mama, realizándose, local, recidiva, realiza",19.522795081967246
S0210-48062009000300017-1,S0210-48062009000300017-1.txt,448,20,0.5625,0,"proceso, estudios, servicio, metástasis, ósea",16.03203571428574
caso_clinico_radiologia948,caso_clinico_radiologia948.txt,129,10,0.6744186046511628,2,"contacto, lado, contenido, tórax, izquierda",28.796428571428578
S1130-05582008000400008-2,S1130-05582008000400008-2.txt,53,3,0.9056603773584906,3,"mandibular, quiste, fractura, cuerpo, asociada",19.703333333333347
S1134-80462015000500005-6,S1134-80462015000500005-6.txt,75,4,0.7466666666666667,3,"solo, rmn, columna, duración, zonas",37.77975000000001
cc_onco554,cc_onco554.txt,378,13,0.6534391534391535,0,"mama, muestra, aumento, nódulo, derecha con",17.285939876215764
S0004-06142009000300012-1,S0004-06142009000300012-1.txt,170,9,0.6294117647058823,0,"testicular, nódulo, polo, superior, sin",28.415718954248405
S0212-16112014000200032-2,S0212-16112014000200032-2.txt,40,2,0.825,2,"sonda, realizándose, través, secundaria, episodios",4.645000000000039
caso_clinico_radiologia889,caso_clinico_radiologia889.txt,103,4,0.6213592233009708,3,"anterior, fractura, aumento volumen, dicha, dolor",33.67544902912624
S0210-48062004001000014-1,S0210-48062004001000014-1.txt,225,11,0.6622222222222223,2,"hematoma, cava, vena, cm diámetro, 16",26.12375
S1130-01082007001100017-2,S1130-01082007001100017-2.txt,559,27,0.5330948121645797,3,"ui, pacientes, biliar, riesgo, presión",33.355509838998216
S1130-01082008000900009-1,S1130-01082008000900009-1.txt,158,8,0.740506329113924,2,"duodenal, gástrica, interés, pacientes, ingesta",33.73763009845291
S0034-98872015000100017-1,S0034-98872015000100017-1.txt,432,21,0.6319444444444444,1,"anti, muscular, atrofia, compromiso, pie",18.17898550724638
S0376-78922009000400010-2,S0376-78922009000400010-2.txt,108,4,0.7685185185185185,0,"absceso, mediante, rmn, procede, componente",4.74666666666667
S0034-98872016000800018-1,S0034-98872016000800018-1.txt,594,29,0.5976430976430976,1,"día, extremidades, generalizada, mostró, centro",23.947090909090917
caso_clinico_radiologia40,caso_clinico_radiologia40.txt,149,10,0.6912751677852349,2,"fase, iliaca, ante hallazgos, fosa, relación con",16.26586241610741
caso_clinico_radiologia211,caso_clinico_radiologia211.txt,69,12,0.7971014492753623,2,"tc abdominal, abdominal, pared, tc, elevada",5.520355731225322
S0034-98872014000500017-2,S0034-98872014000500017-2.txt,304,28,0.6611842105263158,1,"prótesis, pulmonar, compromiso, insuficiencia, función",25.202661683277967
caso_clinico_radiologia112,caso_clinico_radiologia112.txt,50,4,0.86,2,"testicular, testículo, izquierdo, años acude, necrosis",14.795500000000004
S0034-98872005000700010-1,S0034-98872005000700010-1.txt,493,24,0.6125760649087221,1,"min, flujo, arterial, tabla, hacia",29.714799110625705
S1135-76062008000300012-1,S1135-76062008000300012-1.txt,2061,107,0.38573508005822416,3,"cráneo, óseo, parte, presentaba, cara",28.171083740085436
S0034-98872012001200010-1,S0034-98872012001200010-1.txt,297,9,0.6835016835016835,1,"hospital, digestiva, compromiso, base, alta",-10.102424242424206
S1137-66272011000100014-1,S1137-66272011000100014-1.txt,313,13,0.6741214057507987,4,"mg, mmol, mg día, mg dl, dl",32.240902555910566
S1130-01082008000900016-1,S1130-01082008000900016-1.txt,165,7,0.6303030303030303,0,"proceso, cm, estudio, nivel, lesión",14.735454545454559
caso_clinico_radiologia170,caso_clinico_radiologia170.txt,165,6,0.6787878787878788,2,"edema, catéter, estenosis, vena, disnea",24.59159090909094
S0004-06142006000500012-1,S0004-06142006000500012-1.txt,413,18,0.5617433414043583,0,"metástasis, renal, carcinoma, cava, células",29.091717853956936
S1130-01082009000700012-1,S1130-01082009000700012-1.txt,215,12,0.6558139534883721,2,"iliaca, fosa, existencia, síntomas, aguda",30.073769379844975
caso_clinico_radiologia184,caso_clinico_radiologia184.txt,108,6,0.7592592592592593,2,"hipocondrio, pared, perforación, gástrico, gástrica",32.161
caso_clinico_radiologia546,caso_clinico_radiologia546.txt,58,5,0.7931034482758621,2,"izquierda, 10, 10 días, basal, segmento",44.82306896551725
S1889-836X2015000200004-1,S1889-836X2015000200004-1.txt,374,13,0.6818181818181818,4,"mg, mg dl, dl, mostraba, ambas",18.663315508021384
S1130-01082008000500014-1,S1130-01082008000500014-1.txt,378,16,0.6058201058201058,4,"íleon, presentado, sangrado, episodios, déficit",23.7270535714286
cc_onco1389,cc_onco1389.txt,421,31,0.6413301662707839,0,"médula, 2012, trasplante, resto, mg",35.618417266187066
S1135-76062005000100002-1,S1135-76062005000100002-1.txt,789,28,0.5842839036755386,2,"hemorragia, frontal, hematoma, derecha, derecho",14.407532086542005
S0213-12852003000600002-2,S0213-12852003000600002-2.txt,117,8,0.7094017094017094,3,"colocación, inferior, cierre, fractura, dicha",22.790625000000034
S1130-01082010000700015-1,S1130-01082010000700015-1.txt,191,8,0.7068062827225131,0,"páncreas, 46, tumorales, vena, reveló",22.23488743455502
S1130-05582013000100005-1,S1130-05582013000100005-1.txt,476,20,0.5357142857142857,3,"temporal, cavidad, región, tumoración, derecha",19.647854430379766
cc_onco426,cc_onco426.txt,606,24,0.6221122112211221,0,"2013, izquierdo, tercio, adenocarcinoma, 75",14.078992346089876
S1139-76322011000100010-1,S1139-76322011000100010-1.txt,864,33,0.45717592592592593,3,"ecg, hacia, niña, normal, normales",35.26339285714289
S0378-48352005000900005-1,S0378-48352005000900005-1.txt,256,14,0.59765625,0,"quimioterapia, gástrica, células, entonces, practicó",32.954687500000006
S0034-98872012001100012-1,S0034-98872012001100012-1.txt,250,14,0.728,1,"cutáneo, examen, positivo, anti, posterior",13.950333333333361
caso_clinico_radiologia803,caso_clinico_radiologia803.txt,137,6,0.6715328467153284,2,"cerebral, rm, urgencias, cuadro, lcr",26.41525547445258
S1139-76322012000300007-1,S1139-76322012000300007-1.txt,302,13,0.609271523178808,3,"funcional, progresiva, nervio, aguda, miembro",22.179610290371897
cc_onco1476,cc_onco1476.txt,349,23,0.6275071633237822,0,"carcinoma, izquierdo, mg m2, sin evidencia, m2",14.920789473684238
S0034-98872006000100012-1,S0034-98872006000100012-1.txt,395,28,0.5746835443037974,0,"cm, tumor, derecho, asas, masa",33.87632911392407
S0212-71992004001000005-3,S0212-71992004001000005-3.txt,204,11,0.7009803921568627,4,"marcha, duodenal, importante, kg, año",29.593716577540135
S1135-76062012000100004-1,S1135-76062012000100004-1.txt,582,18,0.5446735395189003,3,"minutos, 18, cada, imágenes, respuesta",20.951718213058456
caso_clinico_radiologia496,caso_clinico_radiologia496.txt,84,4,0.7976190476190477,2,"realiza, tc, cráneo, extensa, causa",19.341428571428594
S1139-76322012000400009-1,S1139-76322012000400009-1.txt,186,8,0.6559139784946236,1,"salud, días, acude, sin, edema",37.12607526881723
caso_clinico_radiologia400,caso_clinico_radiologia400.txt,34,2,0.9411764705882353,2,"rx, fractura, simple, interna, base",30.332941176470626
S0716-10182013000200014-1,S0716-10182013000200014-1.txt,288,14,0.5451388888888888,1,"vih, madre, infección, estudio, vida",36.73000000000002
S0365-66912006000400011-1,S0365-66912006000400011-1.txt,318,15,0.4591194968553459,3,"od, agudeza visual, agudeza, visual, ojo",34.47360377358493
caso_clinico_radiologia427,caso_clinico_radiologia427.txt,112,7,0.7053571428571429,2,"grasa, abdominal, vesical, borde, contacto",46.32178571428574
S1130-05582010000100007-1,S1130-05582010000100007-1.txt,215,12,0.6372093023255814,0,"positivo, negativo, músculo, biopsia, diagnóstico",15.121211240310089
S1130-01082005001100017-1,S1130-01082005001100017-1.txt,108,5,0.7407407407407407,2,"hematoma, izquierdo, retroperitoneal, abdominal, hipocondrio",32.68166666666667
S0004-06142009000200013-1,S0004-06142009000200013-1.txt,226,8,0.7035398230088495,0,"vesical, lesión, aproximadamente, pared, servicio",-0.02282079646019497
S1130-01082013001000008-1,S1130-01082013001000008-1.txt,147,6,0.7210884353741497,0,"carcinoma, cm, peso, lesiones, presencia",12.767500000000013
caso_clinico_radiologia102,caso_clinico_radiologia102.txt,52,4,0.9230769230769231,2,"perforación, íleon, 65, practicó, doloroso",26.066923076923104
S0212-71992006000100008-1,S0212-71992006000100008-1.txt,485,13,0.6206185567010309,0,"células, derecho, realiza, cava, gran",8.48934179222843
caso_clinico_radiologia573,caso_clinico_radiologia573.txt,49,3,0.8163265306122449,3,"46, ganglios, uso, masculino, base",33.14238095238099
S0034-98872006000600014-3,S0034-98872006000600014-3.txt,208,7,0.6538461538461539,2,"ventricular, vena, cava, ventrículo, demostró",16.532500000000027
S0716-10182016000600015-2,S0716-10182016000600015-2.txt,190,11,0.7421052631578947,1,"dosis, mg kg, kg, realizar, sospecha",29.57890350877196
caso_clinico_radiologia353,caso_clinico_radiologia353.txt,239,10,0.6778242677824268,2,"hallazgos, rm, tc, mayor, realizó",23.01529098516548
S1134-80462008000200006-1,S1134-80462008000200006-1.txt,278,13,0.658273381294964,4,"recuperación, lumbar, ingresó, unidad, mg",31.687843842573045
caso_clinico_radiologia326,caso_clinico_radiologia326.txt,94,3,0.8191489361702128,2,"seno, focos, realiza tc, temporal, superiores",9.4316666666667
cc_onco1348,cc_onco1348.txt,374,28,0.7005347593582888,0,"izquierda, mg m2, m2, lumbar, destaca",28.34333746898264
S0212-71992004000600005-1,S0212-71992004000600005-1.txt,590,22,0.6033898305084746,1,"igg, estudios, absceso, nódulo, ganglios",19.565628531073486
S0034-98872008001000010-1,S0034-98872008001000010-1.txt,402,20,0.6592039800995025,1,"respectivamente, derecha, valor, calcio, todas",26.493201492537338
S0716-10182015000400016-3,S0716-10182015000400016-3.txt,270,12,0.6037037037037037,1,"aumento volumen, cultivo, volumen, funcional, completar",34.2935416666667
S0212-71992004000800007-2,S0212-71992004000800007-2.txt,427,15,0.6370023419203747,1,"mmhg, infiltrado, lóbulo, predominio, 67",25.64077488151659
S1130-01082009000600019-1,S1130-01082009000600019-1.txt,173,9,0.6820809248554913,2,"asas, dilatación, abdominal, abdomen, tipo",22.520586705202362
S1130-01082010000600003-2,S1130-01082010000600003-2.txt,498,17,0.5240963855421686,3,"quiste, mm, pacientes, intervención quirúrgica, través",27.60749468462086
S0370-41062014000400012-1,S0370-41062014000400012-1.txt,269,12,0.6282527881040892,1,"conciencia, normal, meses, crisis, frecuencia",29.348997831474634
S1130-01082013000300009-1,S1130-01082013000300009-1.txt,331,10,0.6676737160120846,4,"ui, enfermedad, hepática, intestino, nodular",10.408692136084795
S1130-01082017000800010-3,S1130-01082017000800010-3.txt,174,9,0.6436781609195402,2,"trasplante, biliar, vía, hepático, dilatación",15.094425287356358
caso_clinico_radiologia246,caso_clinico_radiologia246.txt,162,10,0.6790123456790124,2,"maxilar, seno, músculo, engrosamiento, recto",23.681504485852344
S0004-06142007000600014-1,S0004-06142007000600014-1.txt,295,12,0.5728813559322034,0,"células, trata, estudio, observa, imagen",13.141313559322072
S0212-16112011000600041-1,S0212-16112011000600041-1.txt,146,9,0.7465753424657534,4,"mg dl, mg, dl, día, sangre",36.0977272727273
S1130-14732011000300008-1,S1130-14732011000300008-1.txt,413,20,0.5230024213075061,3,"colección, vancomicina, infección, presentaba, herida",14.19100887812752
S1130-01082011000300014-1,S1130-01082011000300014-1.txt,251,10,0.5976095617529881,4,"médico, primaria, atención, iniciar, tratamiento",19.573639442231098
S1130-01082009001100013-2,S1130-01082009001100013-2.txt,171,12,0.6900584795321637,0,"tejido, alteraciones, malignidad, biopsias, completo",35.04493421052632
caso_clinico_radiologia572,caso_clinico_radiologia572.txt,102,6,0.7843137254901961,2,"leve, ecografía, urgencias, izquierdo, seno",31.968529411764735
cc_onco1306,cc_onco1306.txt,391,37,0.6726342710997443,0,"mama, facial, progresión, ciclos, 2012",27.810578005115104
S0004-06142009000500010-1,S0004-06142009000500010-1.txt,208,6,0.6442307692307693,0,"sospecha, masa, riñón, confirma, existencia",7.329102564102584
S0034-98872017000200013-1,S0034-98872017000200013-1.txt,245,10,0.6775510204081633,3,"oral, paciente, después, cráneo, partes blandas",26.2344387755102
S1139-76322009000200007-1,S1139-76322009000200007-1.txt,315,12,0.5587301587301587,4,"remitido, vida, anemia, vómitos, embarazo",28.22607142857146
caso_clinico_radiologia186,caso_clinico_radiologia186.txt,190,6,0.6947368421052632,2,"aguda, biliar, difuso, elevación, clínica",-3.391249999999985
S0370-41062014000100009-1,S0370-41062014000100009-1.txt,524,20,0.5992366412213741,1,"marcha, mg kg, mg, tuberculosis, dolor",15.562610687022925
S1130-14732009000600006-1,S1130-14732009000600006-1.txt,254,15,0.6535433070866141,0,"tumoración, lesión, diagnóstico, decidió, tac",20.44766666666669
S0376-78922015000200009-1,S0376-78922015000200009-1.txt,305,13,0.6032786885245902,0,"clínicos, mama, cirugía, histológico, estudio",19.405778688524634
S1130-63432014000300013-3,S1130-63432014000300013-3.txt,74,3,0.7702702702702703,4,"tratamiento, vía oral, suspendió, durante, vesical",12.598333333333358
S1139-76322015000400014-1,S1139-76322015000400014-1.txt,190,7,0.7473684210526316,1,"bioquímica, cambios, izquierdo, hemograma, mg",8.749210526315835
caso_clinico_radiologia136,caso_clinico_radiologia136.txt,141,9,0.7021276595744681,2,"testicular, testículo, bilateral, hematoma, hallazgos",26.945625000000007
caso_clinico_radiologia816,caso_clinico_radiologia816.txt,141,7,0.7659574468085106,2,"hematoma, aorta, disección, salida, torácica",24.390000000000015
S0034-98872010000900009-1,S0034-98872010000900009-1.txt,429,20,0.6596736596736597,1,"mm3, 000, día, plaquetas, mg día",17.91425262237766
S0212-71992004000800006-1,S0212-71992004000800006-1.txt,194,14,0.7731958762886598,4,"24 horas, negativos, cifras, mg, 24",29.675154639175275
S1134-80462015000200005-1,S1134-80462015000200005-1.txt,524,14,0.5954198473282443,4,"sin, hospitalización, 10, normalidad, durante",15.695276717557277
S0716-10182015000600011-2,S0716-10182015000600011-2.txt,296,16,0.6554054054054054,1,"renal, fiebre, día, kg día, estudio con",34.824220985691596
S0376-78922014000300013-1,S0376-78922014000300013-1.txt,910,33,0.4703296703296703,3,"colgajo, dorsal, músculo, fractura, distal",21.44038461538466
caso_clinico_radiologia158,caso_clinico_radiologia158.txt,152,7,0.6842105263157895,2,"ascitis, destaca, abdomen, masa, realiza",23.832251461988335
S1134-80462009000100005-9,S1134-80462009000100005-9.txt,53,3,0.8301886792452831,4,"dorsal, hernia, empeoramiento, 26, doloroso",37.26182389937108
caso_clinico_radiologia828,caso_clinico_radiologia828.txt,138,6,0.6739130434782609,2,"activo, cabo, sangrado, pulmonar, contraste",13.676956521739157
caso_clinico_radiologia558,caso_clinico_radiologia558.txt,150,10,0.6866666666666666,2,"colección, tc abdominal, intestinal, abdominal, pared",25.230000000000047
S0365-66912006001100006-5,S0365-66912006001100006-5.txt,135,6,0.7111111111111111,3,"minutos, exploración, nivel, casos, quiste",14.170833333333348
S1698-69462006000100006-1,S1698-69462006000100006-1.txt,265,10,0.5886792452830188,3,"paciente, síndrome, dolor, refería, pruebas",28.50650085763297
caso_clinico_radiologia147,caso_clinico_radiologia147.txt,221,13,0.6425339366515838,2,"testicular, drenaje, ldh, pelvis, ecografía",33.80872618207482
